Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type
CELL-001673,BTH-0166,Line_2,Evening,ChemCorp,25.98,0.146,14.78,16.07,4852,95.03,High Internal Resistance
CELL-009968,BTH-0018,Line_2,Evening,LithioMat,25.44,0.188,14.88,13.24,5006,97.6,None
CELL-015565,BTH-0470,Line_1,Night,LithioMat,23.13,0.111,15.05,15.04,5021,97.08,High Internal Resistance
CELL-002725,BTH-0305,Line_2,Evening,ChemCorp,23.87,0.103,14.89,14.82,5015,98.55,None
CELL-010753,BTH-0166,Line_1,Evening,LithioMat,22.78,0.118,15.18,14.08,4940,97.51,None
CELL-011769,BTH-0433,Line_2,Night,ChemCorp,17.97,0.105,15.0,13.28,5019,98.51,None
CELL-003606,BTH-0397,Line_1,Evening,VoltIndustries,27.58,0.143,14.82,14.33,4986,97.28,None
CELL-003318,BTH-0043,Line_2,Evening,ChemCorp,24.9,0.126,15.02,14.11,4996,97.35,None
CELL-016666,BTH-0298,Line_3,Evening,LithioMat,21.77,0.146,14.86,13.59,4996,97.06,None
CELL-011283,BTH-0045,Line_1,Night,VoltIndustries,22.76,0.165,15.03,15.47,4902,97.8,High Internal Resistance
CELL-018683,BTH-0461,Line_2,Night,VoltIndustries,20.54,0.143,15.04,15.12,4953,97.05,High Internal Resistance
CELL-015743,BTH-0292,Line_3,Night,ChemCorp,21.25,0.098,15.11,13.76,4986,96.31,None
CELL-013886,BTH-0327,Line_1,Morning,ChemCorp,22.25,0.119,14.86,13.57,5003,98.18,None
CELL-013506,BTH-0245,Line_1,Morning,LithioMat,24.71,0.123,14.98,14.86,5003,97.52,None
CELL-012016,BTH-0006,Line_1,Morning,VoltIndustries,23.73,0.142,15.0,15.2,4891,97.18,High Internal Resistance
CELL-000442,BTH-0284,Line_1,Evening,ChemCorp,19.94,0.124,15.09,14.65,4935,97.14,None
CELL-016823,BTH-0291,Line_1,Night,LithioMat,22.68,0.154,15.0,13.31,4975,98.54,None
CELL-001815,BTH-0042,Line_1,Evening,ChemCorp,23.84,0.154,15.05,13.64,5026,96.35,None
CELL-001879,BTH-0069,Line_1,Morning,ChemCorp,25.29,0.148,15.04,14.65,4989,96.81,None
CELL-007376,BTH-0332,Line_2,Night,LithioMat,21.76,0.149,15.21,13.19,5011,97.87,None
CELL-017620,BTH-0274,Line_3,Night,ChemCorp,22.96,0.145,14.99,14.72,5016,96.07,None
CELL-008861,BTH-0426,Line_1,Evening,LithioMat,23.74,0.09,14.91,13.24,4999,98.01,None
CELL-005296,BTH-0098,Line_2,Morning,ChemCorp,25.33,0.141,14.98,13.68,4952,97.07,None
CELL-003532,BTH-0409,Line_1,Evening,VoltIndustries,23.49,0.145,14.96,14.55,5007,96.39,None
CELL-017529,BTH-0109,Line_3,Night,ChemCorp,25.29,0.138,14.94,13.32,4977,96.6,None
CELL-014192,BTH-0048,Line_2,Night,ChemCorp,20.32,0.147,14.96,13.85,5016,97.67,None
CELL-018402,BTH-0304,Line_2,Evening,ChemCorp,23.81,0.162,15.03,13.91,4991,96.88,None
CELL-007811,BTH-0070,Line_3,Morning,LithioMat,24.84,0.145,15.0,14.52,4975,97.54,None
CELL-015432,BTH-0374,Line_1,Evening,ChemCorp,23.21,0.113,14.92,13.28,4977,96.24,None
CELL-017644,BTH-0143,Line_1,Night,LithioMat,20.8,0.153,14.9,13.4,4982,96.63,None
CELL-011661,BTH-0429,Line_2,Night,LithioMat,23.0,0.149,15.03,13.67,4965,97.14,None
CELL-014576,BTH-0087,Line_1,Night,LithioMat,21.47,0.114,14.87,13.45,5026,98.15,None
CELL-013955,BTH-0309,Line_1,Night,ChemCorp,22.52,0.122,15.18,12.9,4972,97.61,None
CELL-016758,BTH-0415,Line_2,Night,ChemCorp,22.15,0.128,15.18,14.01,4996,96.61,None
CELL-019414,BTH-0433,Line_1,Evening,VoltIndustries,23.51,0.156,15.09,14.22,4990,96.46,None
CELL-000716,BTH-0242,Line_3,Evening,ChemCorp,24.44,0.143,14.91,14.16,5021,96.73,None
CELL-019040,BTH-0480,Line_1,Morning,VoltIndustries,23.85,0.096,15.0,15.65,4889,93.29,High Internal Resistance
CELL-013637,BTH-0057,Line_3,Night,ChemCorp,22.33,0.148,14.99,13.97,4985,97.77,None
CELL-001234,BTH-0028,Line_3,Evening,VoltIndustries,24.58,0.187,15.15,13.98,5030,98.81,None
CELL-003145,BTH-0354,Line_2,Night,VoltIndustries,21.11,0.105,14.97,14.83,5037,97.8,None
CELL-018892,BTH-0195,Line_2,Evening,ChemCorp,24.73,0.138,14.94,13.43,5001,96.54,None
CELL-009716,BTH-0356,Line_1,Evening,LithioMat,22.62,0.125,15.1,14.71,5063,96.16,None
CELL-012771,BTH-0002,Line_2,Night,ChemCorp,21.25,0.114,15.0,14.01,4983,95.82,None
CELL-015336,BTH-0296,Line_2,Morning,LithioMat,22.01,0.109,14.86,14.18,5049,98.38,None
CELL-008422,BTH-0487,Line_2,Night,LithioMat,22.55,0.1,14.94,13.75,4977,97.7,None
CELL-008672,BTH-0310,Line_2,Evening,LithioMat,26.27,0.147,14.75,15.57,4949,92.61,High Internal Resistance
CELL-016395,BTH-0256,Line_1,Night,LithioMat,23.55,0.146,15.14,14.08,5024,97.47,None
CELL-019172,BTH-0321,Line_2,Morning,VoltIndustries,24.68,0.168,14.97,15.23,4973,95.74,High Internal Resistance
CELL-013942,BTH-0073,Line_1,Evening,ChemCorp,24.77,0.147,15.06,13.28,4958,97.22,None
CELL-018915,BTH-0395,Line_3,Morning,ChemCorp,23.61,0.175,14.94,14.89,4987,96.31,None
CELL-015611,BTH-0450,Line_3,Morning,ChemCorp,22.24,0.132,15.08,13.85,4975,94.99,Poor Retention
CELL-011331,BTH-0106,Line_1,Morning,ChemCorp,24.1,0.138,14.87,14.33,4987,98.09,None
CELL-009640,BTH-0134,Line_2,Morning,ChemCorp,25.73,0.122,14.78,15.52,4900,95.09,High Internal Resistance
CELL-005989,BTH-0278,Line_1,Evening,ChemCorp,24.96,0.107,15.08,14.28,4994,96.7,None
CELL-017346,BTH-0388,Line_2,Morning,ChemCorp,22.92,0.146,14.99,13.71,4964,95.83,None
CELL-013419,BTH-0020,Line_2,Evening,VoltIndustries,24.32,0.192,14.81,14.52,5055,97.13,None
CELL-012913,BTH-0152,Line_1,Morning,ChemCorp,23.59,0.139,14.89,14.4,5020,98.28,None
CELL-002574,BTH-0309,Line_1,Evening,LithioMat,22.42,0.137,14.97,14.01,4996,97.68,None
CELL-013663,BTH-0412,Line_1,Morning,ChemCorp,23.64,0.127,15.0,13.7,5006,97.3,None
CELL-014804,BTH-0338,Line_1,Evening,ChemCorp,22.65,0.149,14.94,14.72,5013,98.64,None
CELL-003224,BTH-0466,Line_3,Evening,VoltIndustries,23.28,0.149,14.99,14.6,4995,96.38,None
CELL-007339,BTH-0151,Line_1,Evening,LithioMat,25.63,0.143,14.93,14.22,5001,96.91,None
CELL-014076,BTH-0113,Line_1,Evening,ChemCorp,23.47,0.121,15.21,13.6,4995,96.09,None
CELL-007178,BTH-0344,Line_3,Night,VoltIndustries,24.45,0.109,15.09,14.62,4991,96.44,None
CELL-015278,BTH-0386,Line_2,Morning,ChemCorp,26.16,0.137,14.91,14.63,4986,96.81,None
CELL-014251,BTH-0080,Line_3,Morning,VoltIndustries,22.43,0.154,15.06,13.96,5022,95.46,None
CELL-007241,BTH-0137,Line_2,Night,ChemCorp,19.85,0.145,14.94,13.9,4990,97.89,None
CELL-008563,BTH-0427,Line_3,Morning,VoltIndustries,23.74,0.114,15.04,13.87,4945,96.39,None
CELL-007573,BTH-0390,Line_2,Morning,LithioMat,23.33,0.127,14.97,13.65,4981,96.4,None
CELL-009701,BTH-0387,Line_3,Evening,ChemCorp,22.22,0.101,15.07,13.81,5009,94.97,Poor Retention
CELL-011434,BTH-0453,Line_3,Night,LithioMat,20.8,0.128,14.77,15.56,4860,94.68,High Internal Resistance
CELL-009741,BTH-0011,Line_1,Morning,LithioMat,23.85,0.14,14.87,13.87,5014,97.01,None
CELL-017437,BTH-0084,Line_1,Night,ChemCorp,24.39,0.161,14.88,14.16,5034,96.5,None
CELL-011647,BTH-0343,Line_3,Morning,LithioMat,28.62,0.149,14.8,15.85,4885,94.85,High Internal Resistance
CELL-016035,BTH-0256,Line_1,Evening,VoltIndustries,24.56,0.125,15.0,15.64,4888,94.28,High Internal Resistance
CELL-019918,BTH-0125,Line_1,Morning,ChemCorp,24.02,0.155,14.85,14.88,4981,96.91,None
CELL-004646,BTH-0056,Line_2,Night,VoltIndustries,20.78,0.164,14.87,14.08,5072,97.48,None
CELL-004967,BTH-0162,Line_3,Evening,LithioMat,23.42,0.122,15.18,14.54,4981,96.54,None
CELL-001917,BTH-0478,Line_1,Night,ChemCorp,22.56,0.117,15.12,13.8,4993,99.48,None
CELL-018325,BTH-0259,Line_2,Morning,LithioMat,24.9,0.147,15.06,13.72,4983,97.07,None
CELL-008799,BTH-0329,Line_2,Night,LithioMat,20.31,0.159,14.94,13.64,4997,96.34,None
CELL-019100,BTH-0483,Line_3,Night,ChemCorp,23.47,0.119,15.16,13.4,5013,97.41,None
CELL-001185,BTH-0350,Line_3,Night,VoltIndustries,22.07,0.119,14.95,15.5,4969,95.61,High Internal Resistance
CELL-003698,BTH-0054,Line_3,Morning,ChemCorp,21.85,0.166,15.03,13.07,5007,97.32,None
CELL-000018,BTH-0360,Line_2,Night,ChemCorp,21.75,0.155,14.84,14.44,4965,97.59,None
CELL-019606,BTH-0401,Line_2,Morning,LithioMat,24.31,0.099,14.97,14.24,5008,97.47,None
CELL-000177,BTH-0005,Line_2,Morning,ChemCorp,19.34,0.143,14.9,13.13,4995,96.18,None
CELL-001302,BTH-0040,Line_1,Morning,LithioMat,25.2,0.166,14.97,13.64,5014,97.23,None
CELL-001401,BTH-0349,Line_3,Evening,LithioMat,24.1,0.125,15.12,13.79,4968,96.08,None
CELL-013638,BTH-0376,Line_1,Morning,ChemCorp,23.3,0.135,14.85,14.88,5011,95.57,None
CELL-010465,BTH-0211,Line_2,Night,LithioMat,22.05,0.155,15.1,14.15,5008,97.48,None
CELL-017444,BTH-0354,Line_1,Night,ChemCorp,19.61,0.139,15.02,14.75,4987,97.0,None
CELL-002003,BTH-0171,Line_2,Night,ChemCorp,20.44,0.152,15.1,15.15,5023,97.74,High Internal Resistance
CELL-002454,BTH-0320,Line_2,Night,LithioMat,20.63,0.143,15.01,14.48,4999,96.96,None
CELL-002054,BTH-0377,Line_3,Morning,ChemCorp,24.08,0.135,14.99,14.07,4952,96.74,None
CELL-003117,BTH-0269,Line_1,Night,VoltIndustries,22.35,0.082,14.97,15.14,5001,97.36,High Internal Resistance
CELL-016354,BTH-0251,Line_1,Night,ChemCorp,21.92,0.116,14.74,16.0,4834,91.58,High Internal Resistance
CELL-014938,BTH-0333,Line_3,Evening,ChemCorp,22.38,0.146,14.99,13.64,5040,96.61,None
CELL-004271,BTH-0147,Line_2,Evening,ChemCorp,23.97,0.128,15.01,14.31,4956,97.12,None
CELL-008399,BTH-0249,Line_1,Morning,ChemCorp,23.65,0.132,15.0,14.32,4939,99.32,None
CELL-018663,BTH-0479,Line_1,Evening,LithioMat,23.78,0.122,15.08,14.17,4992,96.23,None
CELL-014879,BTH-0138,Line_3,Morning,LithioMat,24.05,0.17,15.08,14.68,4981,96.37,None
CELL-015064,BTH-0386,Line_1,Morning,VoltIndustries,24.46,0.162,14.89,14.28,4974,95.8,None
CELL-016145,BTH-0085,Line_1,Morning,ChemCorp,22.83,0.127,15.09,14.07,5050,96.03,None
CELL-008994,BTH-0331,Line_1,Night,LithioMat,18.12,0.144,15.15,14.45,5021,97.0,None
CELL-018805,BTH-0376,Line_2,Morning,LithioMat,23.87,0.12,14.89,13.83,5029,96.0,None
CELL-006907,BTH-0355,Line_1,Morning,ChemCorp,25.78,0.09,14.65,14.74,4999,97.72,Poor Retention
CELL-011931,BTH-0165,Line_3,Evening,VoltIndustries,26.4,0.164,14.83,14.32,5020,97.23,None
CELL-009887,BTH-0244,Line_1,Evening,LithioMat,22.94,0.182,15.13,13.19,5002,95.14,None
CELL-003333,BTH-0267,Line_3,Evening,ChemCorp,23.93,0.153,15.03,13.93,5012,97.87,None
CELL-010347,BTH-0025,Line_1,Morning,ChemCorp,22.56,0.161,15.05,13.41,4968,96.97,None
CELL-015241,BTH-0054,Line_1,Evening,LithioMat,23.11,0.126,14.85,14.22,5013,97.12,None
CELL-000246,BTH-0411,Line_1,Morning,LithioMat,24.55,0.099,15.08,13.59,5009,95.28,None
CELL-018250,BTH-0294,Line_3,Morning,ChemCorp,25.87,0.177,14.73,15.4,4945,96.84,High Internal Resistance
CELL-014293,BTH-0247,Line_1,Night,LithioMat,25.15,0.113,14.97,14.17,5013,98.01,None
CELL-008137,BTH-0475,Line_1,Night,ChemCorp,21.6,0.109,15.11,14.43,5001,97.0,None
CELL-015872,BTH-0132,Line_2,Morning,ChemCorp,25.19,0.122,15.11,14.99,4991,96.66,None
CELL-010187,BTH-0215,Line_1,Night,ChemCorp,21.07,0.147,14.84,14.04,4960,97.21,None
CELL-002909,BTH-0328,Line_3,Evening,ChemCorp,23.62,0.154,14.9,14.27,4923,97.35,None
CELL-019770,BTH-0136,Line_1,Night,ChemCorp,20.58,0.13,15.01,14.81,4985,98.33,None
CELL-001181,BTH-0121,Line_3,Night,ChemCorp,18.96,0.138,14.99,14.07,4963,98.71,None
CELL-007222,BTH-0360,Line_2,Night,ChemCorp,23.61,0.146,15.26,14.43,5012,97.04,None
CELL-018186,BTH-0207,Line_1,Evening,LithioMat,23.88,0.152,15.0,14.04,4991,95.96,None
CELL-016636,BTH-0353,Line_2,Night,ChemCorp,20.22,0.098,14.89,14.65,4983,98.01,None
CELL-015267,BTH-0320,Line_2,Morning,ChemCorp,22.84,0.153,14.81,12.87,5025,97.24,None
CELL-013581,BTH-0223,Line_1,Morning,ChemCorp,22.07,0.145,14.96,14.96,4979,95.8,None
CELL-014908,BTH-0059,Line_3,Morning,LithioMat,27.77,0.137,14.78,15.94,4861,93.9,High Internal Resistance
CELL-018642,BTH-0268,Line_3,Night,ChemCorp,20.64,0.131,15.0,13.78,5024,97.49,None
CELL-013396,BTH-0489,Line_2,Night,ChemCorp,20.36,0.134,15.01,14.31,5006,97.99,None
CELL-002444,BTH-0344,Line_3,Night,VoltIndustries,20.3,0.154,14.83,14.17,4992,96.23,None
CELL-011853,BTH-0259,Line_2,Morning,ChemCorp,20.31,0.118,15.09,13.75,4996,95.88,None
CELL-002312,BTH-0193,Line_2,Morning,VoltIndustries,24.3,0.13,15.09,14.73,5001,96.65,None
CELL-013205,BTH-0138,Line_1,Night,ChemCorp,21.75,0.152,15.07,14.01,5012,97.03,None
CELL-002550,BTH-0003,Line_1,Morning,LithioMat,25.19,0.15,15.18,13.85,5061,96.35,None
CELL-004443,BTH-0291,Line_2,Morning,ChemCorp,26.55,0.159,14.91,13.3,4994,96.47,None
CELL-013251,BTH-0405,Line_2,Morning,ChemCorp,22.36,0.147,14.95,13.83,5028,96.98,None
CELL-003038,BTH-0100,Line_3,Night,ChemCorp,21.5,0.141,15.08,14.53,5005,96.12,None
CELL-015852,BTH-0234,Line_3,Morning,LithioMat,23.83,0.136,14.86,14.03,5029,96.57,None
CELL-005908,BTH-0058,Line_2,Morning,ChemCorp,23.68,0.141,15.02,14.02,4993,96.92,None
CELL-000862,BTH-0252,Line_1,Night,ChemCorp,23.42,0.148,15.1,14.04,5023,97.32,None
CELL-019289,BTH-0393,Line_3,Night,VoltIndustries,21.59,0.139,15.09,14.26,5010,96.38,None
CELL-013098,BTH-0286,Line_2,Night,LithioMat,20.67,0.158,14.87,13.77,5013,97.16,None
CELL-000887,BTH-0361,Line_2,Evening,LithioMat,24.32,0.129,14.95,13.77,5004,97.85,None
CELL-000990,BTH-0005,Line_1,Evening,LithioMat,23.21,0.163,15.03,14.26,4993,97.58,None
CELL-011588,BTH-0256,Line_1,Night,ChemCorp,23.12,0.164,15.01,13.24,4957,97.21,None
CELL-009693,BTH-0254,Line_2,Evening,LithioMat,21.99,0.156,15.01,13.43,4997,97.83,None
CELL-015320,BTH-0220,Line_3,Morning,LithioMat,23.08,0.117,15.19,13.49,5032,97.47,None
CELL-012584,BTH-0219,Line_1,Evening,LithioMat,23.21,0.138,15.14,13.61,4967,97.62,None
CELL-010792,BTH-0350,Line_1,Evening,LithioMat,26.06,0.151,14.93,13.63,5000,95.05,None
CELL-012582,BTH-0045,Line_1,Morning,VoltIndustries,24.38,0.181,15.26,14.73,4927,96.5,None
CELL-010747,BTH-0278,Line_1,Evening,LithioMat,25.87,0.129,14.64,16.41,4786,92.7,High Internal Resistance
CELL-012987,BTH-0453,Line_3,Evening,VoltIndustries,26.11,0.108,14.67,16.94,4691,94.41,Critical Resistance
CELL-011773,BTH-0401,Line_2,Night,LithioMat,21.39,0.11,14.97,14.01,5030,97.13,None
CELL-012844,BTH-0341,Line_3,Morning,VoltIndustries,24.15,0.143,14.9,14.75,4989,96.71,None
CELL-005111,BTH-0023,Line_3,Morning,VoltIndustries,24.4,0.18,14.92,14.82,5001,97.87,None
CELL-001484,BTH-0294,Line_2,Evening,ChemCorp,25.3,0.111,14.93,13.59,4986,96.8,None
CELL-015132,BTH-0441,Line_1,Evening,ChemCorp,25.03,0.12,15.24,13.94,5003,97.48,None
CELL-005564,BTH-0139,Line_2,Evening,ChemCorp,25.0,0.155,14.96,14.37,4991,97.07,None
CELL-012831,BTH-0094,Line_1,Evening,LithioMat,23.19,0.159,15.07,14.8,5006,96.89,None
CELL-014466,BTH-0451,Line_2,Morning,ChemCorp,24.07,0.128,15.05,14.55,5006,97.67,None
CELL-019178,BTH-0336,Line_2,Night,LithioMat,20.34,0.139,14.97,13.46,4996,97.01,None
CELL-005639,BTH-0249,Line_1,Night,ChemCorp,20.84,0.157,14.9,14.28,4930,97.73,None
CELL-000646,BTH-0446,Line_2,Morning,VoltIndustries,20.57,0.161,15.15,14.91,5016,98.29,None
CELL-010115,BTH-0261,Line_1,Morning,ChemCorp,24.56,0.137,14.91,13.73,4954,98.12,None
CELL-005364,BTH-0361,Line_3,Evening,ChemCorp,22.48,0.088,14.96,14.81,5019,98.34,Poor Retention
CELL-007676,BTH-0405,Line_1,Morning,LithioMat,20.59,0.108,15.11,14.19,4942,98.41,None
CELL-007855,BTH-0322,Line_3,Morning,ChemCorp,22.07,0.155,15.04,13.66,5047,96.69,None
CELL-001453,BTH-0391,Line_1,Evening,ChemCorp,25.26,0.14,14.99,13.48,4994,97.76,None
CELL-014199,BTH-0069,Line_2,Night,ChemCorp,24.65,0.169,14.96,14.72,5013,97.13,None
CELL-011542,BTH-0063,Line_1,Morning,LithioMat,24.38,0.158,15.0,14.13,4981,97.26,None
CELL-001247,BTH-0212,Line_1,Evening,ChemCorp,23.48,0.13,15.15,13.85,4967,97.59,None
CELL-006964,BTH-0018,Line_1,Morning,ChemCorp,23.08,0.179,14.91,13.8,4975,97.34,None
CELL-001661,BTH-0019,Line_1,Evening,VoltIndustries,25.6,0.134,14.59,17.53,4595,93.8,Critical Resistance
CELL-014583,BTH-0248,Line_1,Morning,VoltIndustries,26.76,0.118,14.98,14.67,5008,97.46,None
CELL-001900,BTH-0296,Line_3,Morning,ChemCorp,21.8,0.134,14.96,14.03,5008,98.13,None
CELL-015016,BTH-0223,Line_3,Morning,LithioMat,24.17,0.105,15.04,13.27,4967,97.37,None
CELL-014169,BTH-0498,Line_1,Evening,ChemCorp,26.97,0.123,14.96,13.3,5029,96.37,None
CELL-017326,BTH-0056,Line_1,Morning,LithioMat,23.47,0.141,15.05,14.32,5015,98.35,None
CELL-015874,BTH-0123,Line_1,Night,ChemCorp,24.01,0.127,15.04,15.07,5036,96.68,High Internal Resistance
CELL-010881,BTH-0049,Line_1,Morning,ChemCorp,21.95,0.153,14.97,14.33,4978,96.11,None
CELL-016926,BTH-0022,Line_1,Morning,VoltIndustries,24.69,0.151,15.05,14.63,4975,96.61,None
CELL-001887,BTH-0227,Line_2,Morning,LithioMat,27.77,0.138,14.88,13.14,4967,97.31,None
CELL-001238,BTH-0273,Line_3,Evening,ChemCorp,24.76,0.101,14.97,14.08,4994,96.13,None
CELL-012768,BTH-0145,Line_1,Evening,ChemCorp,22.8,0.151,15.13,14.51,4965,95.68,None
CELL-010141,BTH-0063,Line_3,Morning,LithioMat,23.72,0.136,14.98,14.47,5057,96.69,None
CELL-019042,BTH-0181,Line_3,Evening,VoltIndustries,23.5,0.13,14.96,15.16,5001,99.05,High Internal Resistance
CELL-015294,BTH-0233,Line_1,Morning,ChemCorp,23.49,0.135,14.9,13.6,5023,97.04,None
CELL-012396,BTH-0232,Line_1,Morning,ChemCorp,23.95,0.159,15.05,13.59,5024,97.01,None
CELL-002458,BTH-0095,Line_3,Evening,VoltIndustries,23.36,0.163,15.04,14.22,4966,96.78,None
CELL-008211,BTH-0374,Line_1,Night,ChemCorp,21.6,0.089,14.9,13.46,5038,96.45,Poor Retention
CELL-012031,BTH-0135,Line_3,Morning,LithioMat,23.56,0.164,14.99,14.15,5002,96.79,None
CELL-007869,BTH-0245,Line_1,Morning,VoltIndustries,25.39,0.156,15.06,14.45,4985,96.28,None
CELL-018566,BTH-0218,Line_1,Evening,ChemCorp,26.65,0.163,14.87,14.37,4982,96.61,None
CELL-018044,BTH-0083,Line_3,Morning,VoltIndustries,26.13,0.144,14.98,15.89,4906,93.85,High Internal Resistance
CELL-001534,BTH-0111,Line_2,Night,LithioMat,20.97,0.114,14.98,14.3,5003,97.93,None
CELL-015943,BTH-0253,Line_3,Morning,ChemCorp,26.06,0.116,14.86,13.35,4987,96.99,None
CELL-005260,BTH-0153,Line_3,Evening,LithioMat,24.93,0.089,15.0,14.1,5027,98.03,Poor Retention
CELL-002515,BTH-0360,Line_3,Evening,ChemCorp,23.35,0.166,14.92,14.27,4995,98.43,None
CELL-012220,BTH-0444,Line_3,Morning,ChemCorp,22.8,0.137,14.95,13.92,4984,96.26,None
CELL-001932,BTH-0303,Line_3,Evening,ChemCorp,26.52,0.162,14.79,15.09,4996,96.69,High Internal Resistance
CELL-016229,BTH-0398,Line_1,Night,ChemCorp,20.04,0.132,14.96,14.18,5010,95.27,None
CELL-012260,BTH-0152,Line_1,Night,VoltIndustries,21.48,0.128,14.92,14.17,4935,95.3,None
CELL-014235,BTH-0465,Line_1,Night,LithioMat,22.26,0.155,14.95,12.84,5008,96.6,None
CELL-018978,BTH-0018,Line_1,Morning,LithioMat,22.75,0.171,15.0,14.48,4975,95.89,None
CELL-018662,BTH-0065,Line_1,Morning,VoltIndustries,24.49,0.167,15.17,15.26,4979,97.28,High Internal Resistance
CELL-012781,BTH-0089,Line_3,Morning,ChemCorp,25.81,0.147,14.66,16.51,4791,94.66,Critical Resistance
CELL-002627,BTH-0228,Line_1,Night,ChemCorp,24.14,0.122,14.95,13.23,4998,95.75,None
CELL-014057,BTH-0244,Line_1,Evening,LithioMat,25.91,0.166,14.83,14.17,4997,96.2,None
CELL-002712,BTH-0001,Line_3,Morning,LithioMat,24.18,0.112,15.05,14.04,5021,96.14,None
CELL-003754,BTH-0376,Line_2,Night,LithioMat,21.23,0.121,15.14,13.48,5017,96.98,None
CELL-013514,BTH-0225,Line_1,Night,ChemCorp,23.22,0.129,15.02,14.33,4993,97.38,None
CELL-010200,BTH-0051,Line_1,Night,ChemCorp,20.8,0.133,15.06,14.02,5013,96.33,None
CELL-000828,BTH-0009,Line_2,Morning,LithioMat,25.24,0.148,14.97,12.79,4994,97.43,None
CELL-000256,BTH-0315,Line_3,Morning,LithioMat,21.69,0.14,14.87,14.1,5004,97.43,None
CELL-016217,BTH-0336,Line_1,Morning,VoltIndustries,22.83,0.112,14.89,14.73,5073,97.04,None
CELL-006456,BTH-0357,Line_1,Evening,LithioMat,22.68,0.148,15.06,14.31,5052,97.81,None
CELL-005198,BTH-0049,Line_1,Morning,LithioMat,23.61,0.152,14.83,13.14,4973,97.37,None
CELL-014113,BTH-0167,Line_3,Evening,ChemCorp,24.91,0.144,15.05,14.23,4986,96.63,None
CELL-018439,BTH-0219,Line_1,Evening,LithioMat,24.62,0.108,14.83,13.24,5026,97.01,None
CELL-003613,BTH-0135,Line_2,Morning,ChemCorp,25.45,0.167,14.92,13.55,5032,96.35,None
CELL-011472,BTH-0072,Line_3,Morning,LithioMat,22.84,0.149,15.07,13.64,5013,97.02,None
CELL-016624,BTH-0293,Line_2,Evening,VoltIndustries,23.48,0.138,15.05,15.01,5008,96.89,High Internal Resistance
CELL-005836,BTH-0114,Line_1,Evening,ChemCorp,24.37,0.132,15.15,14.3,4994,96.74,None
CELL-016707,BTH-0198,Line_1,Night,ChemCorp,20.91,0.152,15.02,12.97,4985,97.03,None
CELL-011963,BTH-0202,Line_1,Morning,VoltIndustries,24.56,0.114,15.24,15.52,4939,91.72,High Internal Resistance
CELL-015775,BTH-0474,Line_3,Night,ChemCorp,20.24,0.106,14.87,15.19,4928,96.63,High Internal Resistance
CELL-008542,BTH-0200,Line_1,Morning,ChemCorp,26.1,0.143,14.79,15.66,4908,94.21,High Internal Resistance
CELL-014662,BTH-0141,Line_1,Morning,LithioMat,23.2,0.144,15.0,14.25,4930,97.33,None
CELL-018858,BTH-0021,Line_2,Morning,VoltIndustries,25.53,0.193,14.75,15.84,4825,93.04,High Internal Resistance
CELL-002471,BTH-0088,Line_1,Night,ChemCorp,20.53,0.161,15.21,13.33,4982,96.75,None
CELL-001461,BTH-0289,Line_3,Morning,LithioMat,24.54,0.171,14.75,16.38,4775,91.23,High Internal Resistance
CELL-008187,BTH-0462,Line_1,Morning,VoltIndustries,22.01,0.11,14.87,14.35,5015,97.01,None
CELL-017860,BTH-0273,Line_2,Morning,LithioMat,22.65,0.108,14.94,14.53,4965,95.85,None
CELL-000207,BTH-0013,Line_2,Morning,VoltIndustries,24.57,0.141,15.24,15.48,4928,96.45,High Internal Resistance
CELL-012235,BTH-0288,Line_1,Night,VoltIndustries,23.12,0.14,15.02,15.71,4894,92.14,High Internal Resistance
CELL-007942,BTH-0022,Line_1,Night,ChemCorp,23.33,0.154,14.92,14.2,5027,96.56,None
CELL-000217,BTH-0062,Line_2,Morning,LithioMat,23.68,0.171,15.13,14.0,4975,97.78,None
CELL-004074,BTH-0072,Line_2,Evening,ChemCorp,23.65,0.166,14.93,13.04,5020,96.73,None
CELL-001115,BTH-0273,Line_2,Morning,LithioMat,25.72,0.149,14.73,15.81,4883,92.81,High Internal Resistance
CELL-019788,BTH-0295,Line_2,Night,LithioMat,20.59,0.148,14.99,13.54,5019,96.04,None
CELL-006470,BTH-0059,Line_3,Evening,VoltIndustries,23.94,0.145,14.98,15.36,4943,97.35,High Internal Resistance
CELL-004547,BTH-0243,Line_1,Night,VoltIndustries,23.28,0.129,14.77,16.17,4852,93.61,High Internal Resistance
CELL-000840,BTH-0393,Line_1,Evening,LithioMat,23.06,0.125,15.12,14.6,5031,94.89,Poor Retention
CELL-010547,BTH-0178,Line_1,Night,ChemCorp,22.49,0.116,15.03,13.74,4989,97.41,None
CELL-017359,BTH-0282,Line_2,Evening,ChemCorp,24.21,0.148,14.96,14.47,5065,95.8,None
CELL-007775,BTH-0311,Line_2,Morning,VoltIndustries,23.6,0.136,15.03,14.99,4967,96.34,None
CELL-005150,BTH-0455,Line_1,Evening,VoltIndustries,22.5,0.128,14.87,14.37,5033,96.09,None
CELL-015890,BTH-0019,Line_1,Night,ChemCorp,21.64,0.139,14.9,13.69,5066,96.41,None
CELL-003875,BTH-0152,Line_1,Morning,VoltIndustries,24.31,0.133,14.86,14.8,4947,96.13,None
